Year,StudentID,Name,Branch,CGPA,Skills,Company,Package,Status,Placed_Date,Backlogs,Attendance,Hackathons,Sports,Papers,Conferences,Internships,Clubs,Semester,Maths,DSA,OS,DBMS,AI,Student_Rank,Min_Rank_For_Interview,Placement_Probability_%,Resume_Score,Eligible_For_Interview
2015,2015_S66,Student_66,MECH,8.1,"Cyber Security, Web Development, Python",Infosys,2320320,Attended,,0,81,2,1,0,2,0,0,3,83,80,91,76,76,240,4,81,18,FALSE
2015,2015_S67,Student_67,EEE,6.29,"Artificial Intelligence, SQL, Java",Siemens India,441564,Placed,5/23/2015,0,77,1,0,1,0,0,1,4,62,63,67,57,58,14,4,62.9,16,TRUE
2015,2015_S67,Student_67,EEE,6.29,"Artificial Intelligence, SQL, Java",Samsung R&D India,2515167,Placed,3/18/2015,1,98,1,1,1,1,0,2,1,56,67,67,70,55,231,4,57.9,23,FALSE
2015,2015_S68,Student_68,IT,8.12,"Artificial Intelligence, Web Development, Machine Learning",Zoho,2289173,Rejected,,0,98,1,1,0,2,0,0,8,72,83,77,81,88,482,6,81.2,13,FALSE
2015,2015_S68,Student_68,IT,8.12,"Artificial Intelligence, Web Development, Machine Learning",Persistent Systems,1714466,Attended,,0,78,0,2,2,1,1,3,5,86,77,76,75,88,446,4,84.2,35,FALSE
2015,2015_S69,Student_69,ECE,8.17,"Artificial Intelligence, Java, DevOps",Tata Power,2433783,Rejected,,0,78,3,2,1,0,1,0,8,71,83,72,81,74,237,4,84.7,29,FALSE
2015,2015_S69,Student_69,ECE,8.17,"Artificial Intelligence, Java, DevOps",Tata Power,1352590,Placed,6/23/2015,1,79,3,2,2,0,1,1,8,84,87,86,91,79,251,4,79.7,40,FALSE
2015,2015_S70,Student_70,MECH,6.53,"Web Development, Machine Learning, SQL",ISRO Contractor,1883593,Placed,2/26/2015,0,82,1,0,1,2,0,3,3,73,57,64,72,72,436,4,65.3,30,FALSE
2015,2015_S70,Student_70,MECH,6.53,"Web Development, Machine Learning, SQL",Intel India,2594544,Attended,,0,96,3,2,0,0,2,3,5,67,56,71,70,74,486,4,71.3,36,FALSE
2015,2015_S71,Student_71,AI,9.22,"Cyber Security, Cloud Computing, Web Development",Intel India,1741578,Attended,,1,86,1,2,0,1,0,0,4,95,84,83,89,95,304,4,87.2,9,FALSE
2015,2015_S71,Student_71,AI,9.22,"Cyber Security, Cloud Computing, Web Development",Qualcomm India,798863,Rejected,,0,93,2,2,2,1,0,3,8,93,95,88,95,92,49,4,92.2,39,FALSE
2015,2015_S72,Student_72,ECE,8.1,"Web Development, Machine Learning, DevOps",Zomato,2632514,Rejected,,0,75,0,1,0,0,1,0,6,81,75,78,76,81,194,4,84,6,FALSE
2015,2015_S72,Student_72,ECE,8.1,"Web Development, Machine Learning, DevOps",Zoho,1792785,Placed,9/24/2015,0,83,3,2,1,2,0,3,7,75,88,79,77,87,377,6,81,40,FALSE
2015,2015_S73,Student_73,CIVIL,9.47,"Web Development, Artificial Intelligence, Machine Learning",Reliance Jio,1597286,Attended,,1,80,0,1,1,1,2,0,7,95,94,95,89,95,117,4,95.7,24,FALSE
2015,2015_S73,Student_73,CIVIL,9.47,"Web Development, Artificial Intelligence, Machine Learning",Adani Group,2618136,Placed,4/13/2015,0,87,0,0,2,0,1,3,7,86,95,95,84,86,132,4,97.7,31,FALSE
2015,2015_S74,Student_74,ECE,6.74,"DevOps, Artificial Intelligence, Web Development",Havells,1586125,Rejected,,1,86,1,2,0,0,2,1,3,65,57,67,72,73,308,4,68.4,20,FALSE
2015,2015_S74,Student_74,ECE,6.74,"DevOps, Artificial Intelligence, Web Development",Wipro,1832875,Rejected,,1,80,0,2,0,0,1,2,8,72,70,75,74,74,119,3,65.4,12,FALSE
2015,2015_S75,Student_75,DS,9.37,"DevOps, Cloud Computing, Python",Harman India,1472622,Rejected,,0,89,0,2,1,0,1,1,5,95,91,95,95,83,434,4,96.7,17,FALSE
2015,2015_S75,Student_75,DS,9.37,"DevOps, Cloud Computing, Python",NVIDIA India,1296161,Placed,7/22/2015,0,83,2,2,1,1,2,3,3,95,95,95,95,91,420,4,99.7,43,FALSE
2015,2015_S76,Student_76,CIVIL,7.25,"Cyber Security, Python, Cloud Computing",Google India,1999005,Placed,6/26/2015,0,79,0,2,0,1,0,0,4,74,74,80,66,65,16,4,72.5,4,TRUE
2015,2015_S76,Student_76,CIVIL,7.25,"Cyber Security, Python, Cloud Computing",Microsoft India,527897,Rejected,,0,92,3,2,1,2,0,3,1,64,63,78,62,65,54,4,72.5,40,FALSE
2015,2015_S77,Student_77,IT,6.12,"Machine Learning, SQL, Artificial Intelligence",Bharat Electronics,1325715,Attended,,0,88,2,2,0,2,0,0,1,66,63,55,63,66,396,4,61.2,18,FALSE
2015,2015_S77,Student_77,IT,6.12,"Machine Learning, SQL, Artificial Intelligence",Mphasis,1738533,Rejected,,0,96,1,2,2,1,2,2,8,55,69,59,55,66,231,4,67.2,43,FALSE
2015,2015_S78,Student_78,CIVIL,7.15,"SQL, Artificial Intelligence, Python",Paytm,761243,Attended,,0,87,1,0,1,2,1,2,2,78,67,76,75,71,117,4,74.5,33,FALSE
2015,2015_S78,Student_78,CIVIL,7.15,"SQL, Artificial Intelligence, Python",TCS,2358852,Attended,,0,80,1,0,2,0,0,3,6,66,76,68,81,72,75,3,71.5,30,FALSE
2015,2015_S79,Student_79,AI,7.98,"Data Analytics, Cyber Security, SQL",Byju's,2285588,Rejected,,0,96,3,1,2,1,0,1,5,75,89,85,85,81,65,4,79.8,38,FALSE
2015,2015_S79,Student_79,AI,7.98,"Data Analytics, Cyber Security, SQL",MakeMyTrip,551451,Attended,,0,86,1,1,1,0,1,0,8,71,73,85,83,71,405,4,82.8,19,FALSE
2015,2015_S80,Student_80,CSE,6.82,"SQL, Cyber Security, Web Development",Oracle India,1304646,Rejected,,0,78,2,1,1,2,1,0,6,70,63,69,74,65,213,4,71.2,32,FALSE
2015,2015_S80,Student_80,CSE,6.82,"SQL, Cyber Security, Web Development",IBM India,1960099,Placed,6/13/2015,0,97,2,1,1,1,1,3,6,72,67,58,63,62,482,4,71.2,37,FALSE
2015,2015_S81,Student_81,AI,6.74,"Artificial Intelligence, Data Analytics, DevOps",Flipkart,1249597,Rejected,,0,76,1,1,1,1,0,1,1,72,68,72,71,77,498,4,67.4,20,FALSE
2015,2015_S81,Student_81,AI,6.74,"Artificial Intelligence, Data Analytics, DevOps",MakeMyTrip,1560386,Placed,7/8/2015,0,91,0,1,2,2,2,2,2,62,59,59,57,60,228,4,73.4,42,FALSE
2015,2015_S82,Student_82,CSE,8.76,"Python, Machine Learning, Cloud Computing",Google India,1443052,Placed,2/10/2015,0,86,3,1,1,2,2,0,4,92,92,78,89,81,471,4,93.6,43,FALSE
2015,2015_S82,Student_82,CSE,8.76,"Python, Machine Learning, Cloud Computing",Harman India,522866,Rejected,,0,90,2,2,0,1,0,3,4,84,95,95,77,88,360,4,87.6,23,FALSE
2015,2015_S83,Student_83,CSE,9.02,"Cloud Computing, SQL, DevOps",Byju's,1693470,Rejected,,0,82,3,1,1,2,0,3,7,95,82,84,80,89,434,4,90.2,40,FALSE
2015,2015_S83,Student_83,CSE,9.02,"Cloud Computing, SQL, DevOps",Samsung R&D India,2425403,Placed,10/23/2015,0,91,3,0,2,1,1,1,8,80,83,87,81,95,221,4,93.2,44,FALSE
2015,2015_S84,Student_84,AI,6.95,"Artificial Intelligence, Web Development, Machine Learning",PhonePe,483062,Attended,,1,81,1,2,2,0,1,0,3,59,65,69,67,63,110,4,67.5,27,FALSE
2015,2015_S84,Student_84,AI,6.95,"Artificial Intelligence, Web Development, Machine Learning",TCS,2791518,Placed,9/12/2015,0,92,2,2,2,2,2,1,2,60,65,61,63,70,456,3,75.5,49,FALSE
2015,2015_S85,Student_85,MECH,7.55,"DevOps, Machine Learning, Web Development",Qualcomm India,2201625,Placed,10/1/2015,0,97,0,0,1,0,0,2,2,77,68,75,84,70,385,4,75.5,14,FALSE
2015,2015_S85,Student_85,MECH,7.55,"DevOps, Machine Learning, Web Development",EY India,1343233,Placed,6/16/2015,1,96,2,0,1,0,0,3,6,75,66,85,70,83,227,4,70.5,27,FALSE
2015,2015_S86,Student_86,IT,6.69,"DevOps, Machine Learning, Web Development",NVIDIA India,487628,Rejected,,0,86,1,2,0,1,0,2,7,59,59,69,57,69,220,4,66.9,15,FALSE
2015,2015_S86,Student_86,IT,6.69,"DevOps, Machine Learning, Web Development",Amazon India,2770784,Attended,,1,86,3,1,2,1,2,0,8,63,64,68,73,74,199,4,67.9,47,FALSE
2015,2015_S87,Student_87,EEE,9.63,"Python, Artificial Intelligence, Data Analytics",Cognizant India,841252,Rejected,,1,84,3,2,2,0,1,1,2,95,95,95,86,93,385,4,94.3,40,FALSE
2015,2015_S87,Student_87,EEE,9.63,"Python, Artificial Intelligence, Data Analytics",Intel India,1986293,Placed,7/3/2015,0,85,3,0,0,0,0,0,5,95,95,95,90,95,183,4,96.3,15,FALSE
2015,2015_S88,Student_88,AI,6.94,"DevOps, Data Analytics, Cyber Security",IBM India,2464367,Attended,,0,77,3,2,1,1,2,2,1,64,61,76,73,69,157,4,75.4,45,FALSE
2015,2015_S88,Student_88,AI,6.94,"DevOps, Data Analytics, Cyber Security",TCS,2204050,Placed,5/22/2015,0,83,3,0,2,2,1,0,3,66,66,78,64,74,252,3,72.4,45,FALSE
2015,2015_S89,Student_89,EEE,6.05,"Artificial Intelligence, SQL, Cloud Computing",Tech Mahindra,309435,Rejected,,1,95,0,0,0,1,2,1,3,66,55,60,63,68,324,3,61.5,19,FALSE
2015,2015_S89,Student_89,EEE,6.05,"Artificial Intelligence, SQL, Cloud Computing",Zomato,747556,Rejected,,0,88,1,2,1,1,1,1,5,59,55,64,55,55,418,4,63.5,26,FALSE
2015,2015_S90,Student_90,MECH,6.36,"Web Development, Python, Data Analytics",Wipro,378781,Rejected,,1,76,3,0,0,1,0,0,7,58,64,71,67,62,229,3,58.6,19,FALSE
2015,2015_S90,Student_90,MECH,6.36,"Web Development, Python, Data Analytics",Zensar Technologies,2588627,Rejected,,1,94,1,1,1,1,2,3,5,62,65,67,61,73,29,4,64.6,38,TRUE
2015,2015_S91,Student_91,AI,6.67,"SQL, Cyber Security, Web Development",Havells,2703215,Attended,,1,95,3,1,1,2,0,3,2,76,63,63,61,62,70,4,61.7,40,FALSE
2015,2015_S91,Student_91,AI,6.67,"SQL, Cyber Security, Web Development",DRDO Contractor,1064121,Attended,,0,77,3,2,2,2,2,3,4,75,70,64,65,59,144,4,72.7,60,FALSE
2015,2015_S92,Student_92,IT,8.9,"Data Analytics, Machine Learning, Web Development",Zomato,1469748,Rejected,,0,93,3,2,0,0,2,1,8,84,95,85,88,95,298,4,95,30,FALSE
2015,2015_S92,Student_92,IT,8.9,"Data Analytics, Machine Learning, Web Development",Persistent Systems,1804544,Attended,,0,82,1,1,0,1,1,2,2,81,79,84,84,95,381,4,92,21,FALSE
2015,2015_S93,Student_93,AI,7.77,"Artificial Intelligence, Cyber Security, Web Development",TCS,1844548,Placed,7/26/2015,1,85,0,1,1,1,1,1,7,74,69,68,72,67,278,3,75.7,21,FALSE
2015,2015_S93,Student_93,AI,7.77,"Artificial Intelligence, Cyber Security, Web Development",TCS,1708836,Rejected,,0,78,1,1,2,0,1,0,6,86,87,87,70,70,65,3,80.7,27,FALSE
2015,2015_S94,Student_94,MECH,9.37,"DevOps, Data Analytics, Artificial Intelligence",Microsoft India,950419,Rejected,,0,77,3,0,0,2,0,3,1,90,94,95,95,91,9,4,93.7,32,TRUE
2015,2015_S94,Student_94,MECH,9.37,"DevOps, Data Analytics, Artificial Intelligence",Byju's,1187225,Placed,1/24/2015,0,90,3,2,0,0,0,2,5,94,95,88,93,83,471,4,93.7,21,FALSE
2015,2015_S95,Student_95,IT,8.5,"Cloud Computing, Artificial Intelligence, Web Development",HCL Technologies,1400567,Placed,7/2/2015,0,96,0,1,2,1,1,2,3,94,77,94,93,78,106,4,88,32,FALSE
2015,2015_S95,Student_95,IT,8.5,"Cloud Computing, Artificial Intelligence, Web Development",Freshworks,918992,Placed,12/27/2015,0,84,2,1,2,1,0,0,4,82,76,92,87,78,483,4,85,30,FALSE
2015,2015_S96,Student_96,CSE,9.04,"DevOps, Web Development, Python",Tech Mahindra,2063211,Placed,2/3/2015,1,86,3,0,0,0,1,1,2,95,89,82,87,95,364,3,88.4,24,FALSE
2015,2015_S96,Student_96,CSE,9.04,"DevOps, Web Development, Python",Cognizant India,2750976,Placed,1/19/2015,0,86,2,2,0,1,2,1,6,87,83,91,83,95,214,4,96.4,29,FALSE
2015,2015_S97,Student_97,MECH,9.12,"Python, Artificial Intelligence, Java",Persistent Systems,1848098,Attended,,1,85,0,1,0,2,0,3,7,82,86,83,85,81,43,4,86.2,17,FALSE
2015,2015_S97,Student_97,MECH,9.12,"Python, Artificial Intelligence, Java",Zoho,791072,Attended,,0,96,0,1,2,0,2,1,4,86,95,90,86,83,325,6,97.2,31,FALSE
2015,2015_S98,Student_98,AI,9.65,"Cyber Security, Python, SQL",Ola,631593,Attended,,0,82,1,0,2,0,2,2,8,95,95,95,93,90,347,4,100,39,FALSE
2015,2015_S98,Student_98,AI,9.65,"Cyber Security, Python, SQL",Google India,2355723,Attended,,1,97,1,0,2,2,0,0,2,95,92,89,95,93,156,4,91.5,29,FALSE
2015,2015_S99,Student_99,CIVIL,7.04,"Web Development, DevOps, Java",KPMG India,1124926,Attended,,0,89,2,2,1,2,1,0,4,69,76,75,66,65,182,4,73.4,32,FALSE
2015,2015_S99,Student_99,CIVIL,7.04,"Web Development, DevOps, Java",Mahindra & Mahindra,1614093,Placed,2/19/2015,0,97,3,0,0,1,2,3,2,63,75,60,75,80,15,4,76.4,40,TRUE
2015,2015_S100,Student_100,CSE,8.35,"Cyber Security, Cloud Computing, Python",Wipro,2229305,Attended,,1,76,1,0,0,2,2,1,2,91,73,87,78,86,350,3,84.5,28,FALSE
2015,2015_S100,Student_100,CSE,8.35,"Cyber Security, Cloud Computing, Python",Wipro,938873,Attended,,0,88,1,2,2,2,1,3,6,88,78,87,90,84,363,3,86.5,44,FALSE
2015,2015_S101,Student_101,DS,8.59,"Python, Machine Learning, SQL",Swiggy,365953,Rejected,,0,79,1,2,2,1,2,2,2,85,88,78,87,85,468,4,91.9,43,FALSE
2015,2015_S101,Student_101,DS,8.59,"Python, Machine Learning, SQL",Cognizant India,303267,Rejected,,0,90,2,0,2,1,1,1,2,89,87,86,82,92,464,4,88.9,39,FALSE
2015,2015_S102,Student_102,CSE,8.63,"SQL, DevOps, Data Analytics",Qualcomm India,457164,Placed,11/24/2015,0,80,3,0,0,0,0,1,4,95,85,76,91,85,254,4,86.3,18,FALSE
2015,2015_S102,Student_102,CSE,8.63,"SQL, DevOps, Data Analytics",Deloitte India,816771,Placed,10/5/2015,0,92,0,0,1,2,1,0,7,80,94,87,84,88,105,4,89.3,22,FALSE
2015,2015_S103,Student_103,CIVIL,8.85,"Web Development, Machine Learning, SQL",Amazon India,1133727,Attended,,0,78,1,0,0,2,1,3,1,78,95,87,95,90,206,4,91.5,28,FALSE
2015,2015_S103,Student_103,CIVIL,8.85,"Web Development, Machine Learning, SQL",Tech Mahindra,1462928,Rejected,,1,88,2,0,0,1,2,0,1,95,93,86,79,88,83,3,89.5,26,FALSE
2015,2015_S104,Student_104,EEE,8.78,"Web Development, Data Analytics, Cyber Security",Swiggy,370640,Placed,7/24/2015,1,89,0,1,2,0,1,2,5,92,94,94,79,87,428,4,85.8,28,FALSE
2015,2015_S104,Student_104,EEE,8.78,"Web Development, Data Analytics, Cyber Security",Flipkart,700573,Rejected,,1,81,3,2,1,1,1,1,8,89,94,90,93,95,484,4,85.8,36,FALSE
2015,2015_S105,Student_105,MECH,8.14,"Cloud Computing, Java, Web Development",MakeMyTrip,1655531,Placed,1/23/2015,0,82,1,1,1,1,2,0,1,78,86,87,75,75,492,4,87.4,29,FALSE
2015,2015_S105,Student_105,MECH,8.14,"Cloud Computing, Java, Web Development",Larsen & Toubro,1198320,Rejected,,1,89,3,2,1,1,0,2,5,74,73,86,73,88,318,4,76.4,33,FALSE
2015,2015_S106,Student_106,EEE,8.03,"Machine Learning, DevOps, Cyber Security",Adani Group,2307635,Rejected,,0,83,1,2,1,0,0,0,7,81,79,89,70,71,221,4,80.3,13,FALSE
2015,2015_S106,Student_106,EEE,8.03,"Machine Learning, DevOps, Cyber Security",Amazon India,1526607,Attended,,0,87,2,1,1,0,0,0,5,71,85,77,77,85,462,4,80.3,18,FALSE
2015,2015_S107,Student_107,DS,7.48,"Cloud Computing, Web Development, Java",Persistent Systems,366234,Rejected,,1,78,1,0,0,2,2,1,5,66,73,68,82,77,60,4,75.8,28,FALSE
2015,2015_S107,Student_107,DS,7.48,"Cloud Computing, Web Development, Java",Cognizant India,1912818,Placed,1/4/2015,0,79,3,1,2,1,0,1,5,65,82,68,65,84,221,4,74.8,38,FALSE
2015,2015_S108,Student_108,DS,6.04,"Python, Java, Data Analytics",Persistent Systems,766152,Attended,,1,77,2,2,1,1,2,3,1,67,58,55,56,58,391,4,61.4,43,FALSE
2015,2015_S108,Student_108,DS,6.04,"Python, Java, Data Analytics",Tata Elxsi,2290546,Placed,12/9/2015,0,96,2,1,1,2,2,1,6,58,56,65,67,59,168,4,66.4,41,FALSE
2015,2015_S109,Student_109,EEE,7.21,"Web Development, Data Analytics, Artificial Intelligence",Qualcomm India,351934,Placed,4/19/2015,1,85,0,0,1,2,1,2,2,65,68,75,80,71,363,4,70.1,28,FALSE
2015,2015_S109,Student_109,EEE,7.21,"Web Development, Data Analytics, Artificial Intelligence",Tech Mahindra,305486,Rejected,,0,90,2,0,0,0,0,1,6,65,82,70,79,63,366,3,72.1,13,FALSE
2015,2015_S110,Student_110,EEE,6.32,"Web Development, Machine Learning, Cyber Security",Indian Oil Corporation,1339458,Placed,12/25/2015,1,86,3,2,2,0,2,2,2,72,65,68,73,72,206,4,64.2,49,FALSE
2015,2015_S110,Student_110,EEE,6.32,"Web Development, Machine Learning, Cyber Security",TCS,2109891,Placed,5/23/2015,1,88,3,1,2,1,2,0,4,71,64,65,66,55,212,3,64.2,47,FALSE
2015,2015_S111,Student_111,DS,8.97,"Data Analytics, DevOps, Java",Tata Power,1087494,Attended,,0,98,3,1,2,1,2,0,5,80,95,79,80,95,148,4,95.7,47,FALSE
2015,2015_S111,Student_111,DS,8.97,"Data Analytics, DevOps, Java",Byju's,1956940,Placed,5/10/2015,0,98,2,1,0,2,2,0,3,86,85,95,86,84,375,4,95.7,30,FALSE
2015,2015_S112,Student_112,AI,9.7,"Machine Learning, Python, Java",Ola,1189465,Placed,5/3/2015,0,98,2,0,1,1,1,3,8,95,95,95,87,95,396,4,100,37,FALSE
2015,2015_S112,Student_112,AI,9.7,"Machine Learning, Python, Java",Ola,338102,Rejected,,0,80,2,2,2,1,1,2,2,95,95,95,95,95,70,4,100,42,FALSE
2015,2015_S113,Student_113,IT,8.07,"Web Development, Data Analytics, Cloud Computing",DRDO Contractor,2076203,Rejected,,0,88,0,2,1,2,2,0,2,78,82,81,78,84,131,4,86.7,28,FALSE
2015,2015_S113,Student_113,IT,8.07,"Web Development, Data Analytics, Cloud Computing",Wipro,2576360,Rejected,,0,83,1,0,0,1,1,1,3,78,81,89,89,87,255,3,83.7,18,FALSE
2015,2015_S114,Student_114,ECE,8.89,"Cyber Security, DevOps, Machine Learning",Amazon India,531915,Rejected,,0,78,3,2,1,2,2,2,7,90,95,81,81,93,353,4,94.9,49,FALSE
2015,2015_S114,Student_114,ECE,8.89,"Cyber Security, DevOps, Machine Learning",Nykaa,2605276,Rejected,,0,80,0,0,2,0,2,0,1,79,93,88,89,95,241,4,94.9,28,FALSE
2015,2015_S115,Student_115,EEE,9.19,"Machine Learning, Cyber Security, Python",Byju's,1632397,Placed,8/10/2015,0,88,0,0,2,1,1,1,1,84,95,90,95,95,158,4,94.9,29,FALSE
2015,2015_S115,Student_115,EEE,9.19,"Machine Learning, Cyber Security, Python",Cognizant India,1018216,Rejected,,1,75,1,1,0,2,1,1,7,93,90,85,81,89,25,4,89.9,22,TRUE
2015,2015_S116,Student_116,EEE,9.12,"Web Development, Machine Learning, DevOps",NVIDIA India,1105497,Placed,2/5/2015,0,91,1,2,1,2,0,0,1,92,95,87,89,95,308,4,91.2,21,FALSE
2015,2015_S116,Student_116,EEE,9.12,"Web Development, Machine Learning, DevOps",IBM India,1637682,Placed,8/16/2015,0,83,0,1,0,1,0,3,7,95,88,83,95,93,498,4,91.2,13,FALSE
2015,2015_S117,Student_117,IT,9.28,"Machine Learning, Cloud Computing, Data Analytics",Zoho,2349365,Placed,4/17/2015,0,91,3,0,0,2,1,3,2,92,90,82,94,94,414,6,95.8,38,FALSE
2015,2015_S117,Student_117,IT,9.28,"Machine Learning, Cloud Computing, Data Analytics",Samsung R&D India,2306342,Placed,9/13/2015,0,78,3,2,0,2,2,0,5,95,87,94,89,88,195,4,98.8,35,FALSE
2015,2015_S118,Student_118,MECH,8.86,"Web Development, DevOps, Machine Learning",HCL Technologies,1515557,Rejected,,0,91,2,2,2,0,2,2,5,82,78,94,81,83,397,4,94.6,44,FALSE
2015,2015_S118,Student_118,MECH,8.86,"Web Development, DevOps, Machine Learning",Accenture India,1044699,Placed,3/12/2015,0,95,2,2,1,2,1,1,2,91,95,93,89,95,464,4,91.6,35,FALSE
2015,2015_S119,Student_119,CIVIL,8.12,"SQL, Machine Learning, Python",Indian Oil Corporation,1991738,Attended,,0,89,0,0,1,1,1,0,7,79,88,77,76,80,270,4,84.2,18,FALSE
2015,2015_S119,Student_119,CIVIL,8.12,"SQL, Machine Learning, Python",PhonePe,748345,Placed,3/7/2015,1,87,3,1,0,0,2,1,7,81,77,87,87,87,455,4,82.2,30,FALSE
2015,2015_S120,Student_120,MECH,7.65,"DevOps, Artificial Intelligence, Web Development",Infosys BPM,1090141,Attended,,0,80,2,2,1,0,0,3,7,76,73,78,83,86,281,4,76.5,27,FALSE
2015,2015_S120,Student_120,MECH,7.65,"DevOps, Artificial Intelligence, Web Development",LTIMindtree,1754908,Attended,,0,75,2,2,0,0,1,3,2,80,81,82,81,86,197,4,79.5,25,FALSE
2015,2015_S121,Student_121,CSE,9.13,"SQL, Artificial Intelligence, DevOps",Capgemini India,605062,Placed,1/3/2015,0,93,1,0,2,1,2,1,2,92,87,88,95,93,162,4,97.3,40,FALSE
2015,2015_S121,Student_121,CSE,9.13,"SQL, Artificial Intelligence, DevOps",Flipkart,1850284,Placed,12/25/2015,0,94,2,1,0,0,0,2,8,89,95,82,95,93,122,4,91.3,16,FALSE
2015,2015_S122,Student_122,CSE,7.42,"Java, SQL, Python",LTIMindtree,2687312,Placed,9/24/2015,1,76,1,1,2,2,0,2,8,82,73,78,76,80,323,4,69.2,35,FALSE
2015,2015_S122,Student_122,CSE,7.42,"Java, SQL, Python",Havells,513920,Placed,6/21/2015,0,88,0,0,2,2,2,2,3,79,72,72,74,69,54,4,80.2,42,FALSE
2015,2015_S123,Student_123,MECH,9.66,"Web Development, Java, Cyber Security",PolicyBazaar,2171403,Attended,,0,93,1,0,0,1,0,2,5,95,91,86,95,89,92,4,96.6,15,FALSE
2015,2015_S123,Student_123,MECH,9.66,"Web Development, Java, Cyber Security",Zensar Technologies,1853068,Placed,5/16/2015,0,82,2,1,2,2,2,1,3,95,88,95,92,89,287,4,100,49,FALSE
2015,2015_S124,Student_124,IT,8.01,"Cloud Computing, Machine Learning, Python",Accenture India,1031899,Placed,5/4/2015,0,77,2,0,0,0,0,2,1,83,77,82,78,89,150,4,80.1,16,FALSE
2015,2015_S124,Student_124,IT,8.01,"Cloud Computing, Machine Learning, Python",Mindtree,915650,Rejected,,0,94,1,0,2,0,1,1,7,85,73,73,71,83,451,4,83.1,30,FALSE
2015,2015_S125,Student_125,CIVIL,8.64,"Java, Web Development, Artificial Intelligence",Byju's,1327512,Placed,2/15/2015,0,88,2,0,1,2,0,2,8,77,92,77,93,95,46,4,86.4,32,FALSE
2015,2015_S125,Student_125,CIVIL,8.64,"Java, Web Development, Artificial Intelligence",Qualcomm India,2414792,Rejected,,1,82,0,0,1,0,2,0,1,85,83,92,85,95,359,4,87.4,20,FALSE
2015,2015_S126,Student_126,EEE,6.82,"Web Development, Java, DevOps",Bosch India,2656366,Attended,,0,75,0,0,2,0,0,1,1,78,66,70,71,60,26,4,68.2,19,TRUE
2015,2015_S126,Student_126,EEE,6.82,"Web Development, Java, DevOps",Freshworks,2187646,Placed,1/21/2015,0,82,1,0,0,2,0,1,6,77,64,58,76,62,463,4,68.2,16,FALSE
2015,2015_S127,Student_127,ECE,8.65,"Artificial Intelligence, Cyber Security, DevOps",Havells,2072802,Placed,7/25/2015,1,94,0,2,2,2,1,3,6,81,85,85,76,87,263,4,84.5,39,FALSE
2015,2015_S127,Student_127,ECE,8.65,"Artificial Intelligence, Cyber Security, DevOps",Byju's,1224618,Attended,,0,94,3,0,2,1,0,3,3,83,79,93,93,92,133,4,86.5,44,FALSE
2015,2015_S128,Student_128,MECH,7.07,"Cyber Security, Data Analytics, SQL",Zensar Technologies,1228479,Placed,8/6/2015,0,85,1,0,1,2,2,2,5,62,77,64,60,79,336,4,76.7,39,FALSE
2015,2015_S128,Student_128,MECH,7.07,"Cyber Security, Data Analytics, SQL",Indian Oil Corporation,2785195,Placed,8/21/2015,0,77,3,2,0,2,2,1,1,78,74,68,80,70,155,4,76.7,38,FALSE
2015,2015_S129,Student_129,MECH,7.05,"Cloud Computing, Machine Learning, Python",Freshworks,1863299,Placed,10/8/2015,1,88,3,0,0,0,0,2,5,61,62,73,64,69,131,4,65.5,21,FALSE
2015,2015_S129,Student_129,MECH,7.05,"Cloud Computing, Machine Learning, Python",Zoho,1644027,Rejected,,0,98,0,2,1,0,1,2,8,75,72,73,66,70,277,6,73.5,20,FALSE
2015,2015_S130,Student_130,CIVIL,6.3,"DevOps, Data Analytics, Cyber Security",Deloitte India,1091267,Placed,11/22/2015,0,90,1,0,0,0,1,1,8,72,64,55,60,67,379,4,66,14,FALSE
2015,2015_S130,Student_130,CIVIL,6.3,"DevOps, Data Analytics, Cyber Security",Siemens India,683934,Attended,,0,76,3,0,2,2,0,2,6,72,62,55,56,65,156,4,63,45,FALSE
2015,2015_S131,Student_131,ECE,8.04,"SQL, Java, Cloud Computing",Swiggy,617428,Rejected,,0,84,3,0,1,0,1,0,8,74,73,72,79,78,496,4,83.4,29,FALSE
2015,2015_S131,Student_131,ECE,8.04,"SQL, Java, Cloud Computing",EY India,1667763,Attended,,0,85,0,1,1,1,2,1,3,85,76,79,78,87,61,4,86.4,27,FALSE
2015,2015_S132,Student_132,AI,8.29,"SQL, Cloud Computing, Python",DRDO Contractor,2232015,Placed,3/6/2015,0,76,1,0,2,0,2,2,5,81,81,82,83,81,300,4,88.9,39,FALSE
2015,2015_S132,Student_132,AI,8.29,"SQL, Cloud Computing, Python",Paytm,2796081,Rejected,,0,97,1,1,1,2,0,0,1,81,86,82,77,75,51,4,82.9,21,FALSE
2015,2015_S133,Student_133,CIVIL,7.58,"DevOps, Cyber Security, Machine Learning",Microsoft India,763556,Attended,,0,85,1,2,0,0,0,0,1,70,72,67,82,71,404,4,75.8,5,FALSE
2015,2015_S133,Student_133,CIVIL,7.58,"DevOps, Cyber Security, Machine Learning",Tata Power,875278,Attended,,0,98,0,0,1,2,0,0,4,81,65,67,81,75,180,4,75.8,16,FALSE
2015,2015_S134,Student_134,DS,9.49,"Cloud Computing, SQL, Web Development",Zoho,778007,Placed,2/27/2015,0,94,2,1,0,0,0,3,1,84,95,95,87,87,9,6,94.9,19,TRUE
